dates;simulation_Les Oubliels;forecast_('norain', 'Les Oubliels');forecast_('10%', 'Les Oubliels');forecast_('20%', 'Les Oubliels');forecast_('50%', 'Les Oubliels');forecast_('80%', 'Les Oubliels');forecast_('90%', 'Les Oubliels')
21/07/2005;12,930163;;;;;;
22/07/2005;12,921142;;;;;;
23/07/2005;12,912219;;;;;;
24/07/2005;12,903394;;;;;;
25/07/2005;12,894667;;;;;;
26/07/2005;12,886036;;;;;;
27/07/2005;12,877501;;;;;;
28/07/2005;12,8690605;;;;;;
29/07/2005;12,860715;;;;;;
30/07/2005;12,852463;;;;;;
31/07/2005;12,844302;;;;;;
01/08/2005;12,836233;;;;;;
02/08/2005;12,828255;;;;;;
03/08/2005;12,820366;;;;;;
04/08/2005;12,812566;;;;;;
05/08/2005;12,8048525;;;;;;
06/08/2005;12,797227;;;;;;
07/08/2005;12,789686;;;;;;
08/08/2005;12,78223;;;;;;
09/08/2005;12,774858;;;;;;
10/08/2005;12,773744;;;;;;
11/08/2005;12,771485;;;;;;
12/08/2005;12,768315;;;;;;
13/08/2005;12,7644205;;;;;;
14/08/2005;12,759953;;;;;;
15/08/2005;12,755033;;;;;;
16/08/2005;12,74976;;;;;;
17/08/2005;12,744214;;;;;;
18/08/2005;12,73846;;;;;;
19/08/2005;12,732551;;;;;;
20/08/2005;12,726528;;;;;;
21/08/2005;12,720431;;;;;;
22/08/2005;12,714284;;;;;;
23/08/2005;12,708107;;;;;;
24/08/2005;12,701921;;;;;;
25/08/2005;12,69574;;;;;;
26/08/2005;12,689574;;;;;;
27/08/2005;12,683435;;;;;;
28/08/2005;12,677331;;;;;;
29/08/2005;12,671267;;;;;;
30/08/2005;12,665247;;;;;;
31/08/2005;12,659276;;;;;;
01/09/2005;12,653357;;;;;;
02/09/2005;12,6474905;;;;;;
03/09/2005;12,641681;;;;;;
04/09/2005;12,635928;;;;;;
05/09/2005;13,134937;;;;;;
06/09/2005;13,756886;;;;;;
07/09/2005;14,926886;;;;;;
08/09/2005;15,688684;;;;;;
09/09/2005;16,00892;;;;;;
10/09/2005;16,142424;;;;;;
11/09/2005;16,17667;;;;;;
12/09/2005;16,152576;;;;;;
13/09/2005;16,092575;;;;;;
14/09/2005;16,010185;;;;;;
15/09/2005;15,914077;;;;;;
16/09/2005;15,810033;;;;;;
17/09/2005;15,70202;;;;;;
18/09/2005;15,592799;;;;;;
19/09/2005;15,484307;;;;;;
20/09/2005;15,3779;;;;;;
21/09/2005;15,274516;;;;;;
22/09/2005;15,174791;;;;;;
23/09/2005;15,079136;;;;;;
24/09/2005;14,987797;;;;;;
25/09/2005;14,901154;;;;;;
26/09/2005;14,818913;;;;;;
27/09/2005;14,741053;;;;;;
28/09/2005;14,667496;;;;;;
29/09/2005;14,598131;;;;;;
30/09/2005;14,532822;;;;;;
01/10/2005;14,471407;;;;;;
02/10/2005;14,413722;;;;;;
03/10/2005;14,359591;;;;;;
04/10/2005;14,308895;;;;;;
05/10/2005;14,261396;;;;;;
06/10/2005;14,216907;;;;;;
07/10/2005;14,175259;;;;;;
08/10/2005;14,13629;;;;;;
09/10/2005;14,099843;;;;;;
10/10/2005;14,065768;;;;;;
11/10/2005;14,03392;;;;;;
12/10/2005;14,004232;;;;;;
13/10/2005;15,623685;;;;;;
14/10/2005;16,936789;;;;;;
15/10/2005;17,676336;;;;;;
16/10/2005;17,919939;;;;;;
17/10/2005;17,987768;;;;;;
18/10/2005;19,163042;;;;;;
19/10/2005;19,420832;;;;;;
20/10/2005;19,404306;;;;;;
21/10/2005;19,26424;;;;;;
22/10/2005;19,060982;;;;;;
23/10/2005;18,82463;;;;;;
24/10/2005;18,572102;;;;;;
25/10/2005;18,313608;;;;;;
26/10/2005;18,055576;;;;;;
27/10/2005;17,80214;;;;;;
28/10/2005;17,55597;;;;;;
29/10/2005;17,318768;;;;;;
30/10/2005;17,091568;;;;;;
31/10/2005;16,877935;;;;;;
01/11/2005;16,674332;;;;;;
02/11/2005;16,480965;;;;;;
03/11/2005;16,297844;;;;;;
04/11/2005;16,124828;;;;;;
05/11/2005;15,961665;;;;;;
06/11/2005;15,808043;;;;;;
07/11/2005;15,663594;;;;;;
08/11/2005;15,5279255;;;;;;
09/11/2005;15,471321;;;;;;
10/11/2005;15,402389;;;;;;
11/11/2005;15,325886;;;;;;
12/11/2005;15,340933;;;;;;
13/11/2005;16,453175;;;;;;
14/11/2005;19,737377;;;;;;
15/11/2005;20,22165;;;;;;
16/11/2005;20,25262;;;;;;
17/11/2005;20,10826;;;;;;
18/11/2005;19,880049;;;;;;
19/11/2005;19,609507;;;;;;
20/11/2005;19,318699;;;;;;
21/11/2005;19,020454;;;;;;
22/11/2005;18,722633;;;;;;
23/11/2005;18,430195;;;;;;
24/11/2005;18,146284;;;;;;
25/11/2005;17,889996;;;;;;
26/11/2005;17,669283;;;;;;
27/11/2005;17,50036;;;;;;
28/11/2005;17,318262;;;;;;
29/11/2005;17,130413;;;;;;
30/11/2005;16,941685;;;;;;
01/12/2005;16,755806;;;;;;
02/12/2005;16,574324;;;;;;
03/12/2005;16,398706;;;;;;
04/12/2005;16,229904;;;;;;
05/12/2005;16,306038;;;;;;
06/12/2005;16,647552;;;;;;
07/12/2005;16,768776;;;;;;
08/12/2005;16,922949;;;;;;
09/12/2005;16,945686;;;;;;
10/12/2005;16,895927;;;;;;
11/12/2005;16,80363;;;;;;
12/12/2005;16,685995;;;;;;
13/12/2005;16,553654;;;;;;
14/12/2005;16,41351;;;;;;
15/12/2005;16,270185;;;;;;
16/12/2005;16,12683;;;;;;
17/12/2005;15,985604;;;;;;
18/12/2005;15,847984;;;;;;
19/12/2005;15,714965;;;;;;
20/12/2005;15,58719;;;;;;
21/12/2005;15,465052;;;;;;
22/12/2005;15,34876;;;;;;
23/12/2005;15,238382;;;;;;
24/12/2005;15,133894;;;;;;
25/12/2005;15,0351925;;;;;;
26/12/2005;14,942128;;;;;;
27/12/2005;14,854511;;;;;;
28/12/2005;14,772131;;;;;;
29/12/2005;14,694759;;;;;;
30/12/2005;14,622159;;;;;;
31/12/2005;14,554092;;;;;;
01/01/2006;14,49032;;;;;;
02/01/2006;14,434893;;;;;;
03/01/2006;14,382203;;;;;;
04/01/2006;14,332255;;;;;;
05/01/2006;14,286858;;;;;;
06/01/2006;14,244157;;;;;;
07/01/2006;14,5860405;;;;;;
08/01/2006;14,775866;;;;;;
09/01/2006;15,113026;;;;;;
10/01/2006;15,283949;;;;;;
11/01/2006;15,362284;;;;;;
