dates;simulation_Les Oubliels;forecast_('norain', 'Les Oubliels');forecast_('10%', 'Les Oubliels');forecast_('20%', 'Les Oubliels');forecast_('50%', 'Les Oubliels');forecast_('80%', 'Les Oubliels');forecast_('90%', 'Les Oubliels')
2005-10-08;13,253212;;;;;;
2005-10-09;13,216243;;;;;;
2005-10-10;13,181906;;;;;;
2005-10-11;13,150033;;;;;;
2005-10-12;13,120516;;;;;;
2005-10-13;14,632341;;;;;;
2005-10-14;15,999425;;;;;;
2005-10-15;16,824877;;;;;;
2005-10-16;17,160797;;;;;;
2005-10-17;17,283726;;;;;;
2005-10-18;18,379202;;;;;;
2005-10-19;18,716434;;;;;;
2005-10-20;18,754677;;;;;;
2005-10-21;18,642843;;;;;;
2005-10-22;18,448576;;;;;;
2005-10-23;18,20811;;;;;;
2005-10-24;17,942799;;;;;;
2005-10-25;17,665985;;;;;;
2005-10-26;17,38631;;;;;;
2005-10-27;17,10949;;;;;;
2005-10-28;16,839304;;;;;;
2005-10-29;16,578249;;;;;;
2005-10-30;16,327915;;;;;;
2005-10-31;16,091543;;;;;;
2005-11-01;15,866756;;;;;;
2005-11-02;15,653869;;;;;;
2005-11-03;15,452925;;;;;;
2005-11-04;15,2637825;;;;;;
2005-11-05;15,086164;;;;;;
2005-11-06;14,919701;;;;;;
2005-11-07;14,763956;;;;;;
2005-11-08;14,618452;;;;;;
2005-11-09;14,53767;;;;;;
2005-11-10;14,451847;;;;;;
2005-11-11;14,363579;;;;;;
2005-11-12;14,34943;;;;;;
2005-11-13;15,33529;;;;;;
2005-11-14;19,023634;;;;;;
2005-11-15;19,80035;;;;;;
2005-11-16;19,963852;;;;;;
2005-11-17;19,873802;;;;;;
2005-11-18;19,656704;;;;;;
2005-11-19;19,371933;;;;;;
2005-11-20;19,051756;;;;;;
2005-11-21;18,715263;;;;;;
2005-11-22;18,374336;;;;;;
2005-11-23;18,036596;;;;;;
2005-11-24;17,70697;;;;;;
2005-11-25;17,40165;;;;;;
2005-11-26;17,12802;;;;;;
2005-11-27;16,89981;;;;;;
2005-11-28;16,66823;;;;;;
2005-11-29;16,43814;;;;;;
2005-11-30;16,212845;;;;;;
2005-12-01;15,994924;;;;;;
2005-12-02;15,785368;;;;;;
2005-12-03;15,58511;;;;;;
2005-12-04;15,394682;;;;;;
2005-12-05;15,401789;;;;;;
2005-12-06;15,64765;;;;;;
2005-12-07;15,746355;;;;;;
2005-12-08;15,871958;;;;;;
2005-12-09;15,8946295;;;;;;
2005-12-10;15,853155;;;;;;
2005-12-11;15,770754;;;;;;
2005-12-12;15,662276;;;;;;
2005-12-13;15,537647;;;;;;
2005-12-14;15,403698;;;;;;
2005-12-15;15,265221;;;;;;
2005-12-16;15,125613;;;;;;
2005-12-17;14,9872875;;;;;;
2005-12-18;14,851952;;;;;;
2005-12-19;14,720796;;;;;;
2005-12-20;14,594626;;;;;;
2005-12-21;14,473968;;;;;;
2005-12-22;14,359128;;;;;;
2005-12-23;14,2502575;;;;;;
2005-12-24;14,147383;;;;;;
2005-12-25;14,050443;;;;;;
2005-12-26;13,959313;;;;;;
2005-12-27;13,873819;;;;;;
2005-12-28;13,793753;;;;;;
2005-12-29;13,718885;;;;;;
2005-12-30;13,648974;;;;;;
